LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ISL,REALGDPFORECAST,TOT,AGRWTH,Q,2017-Q4,7.724763342,
ISL,REALGDPFORECAST,TOT,AGRWTH,Q,2018-Q1,2.100050878,
ISL,REALGDPFORECAST,TOT,AGRWTH,Q,2018-Q2,1.178170988,
ISL,REALGDPFORECAST,TOT,AGRWTH,Q,2018-Q3,1.189901587,
ISL,REALGDPFORECAST,TOT,AGRWTH,Q,2018-Q4,1.804895443,
ISL,REALGDPFORECAST,TOT,AGRWTH,Q,2019-Q1,3.069894555,
ISL,REALGDPFORECAST,TOT,AGRWTH,Q,2019-Q2,3.071710282,
ISL,REALGDPFORECAST,TOT,AGRWTH,Q,2019-Q3,2.97539863,
ISL,REALGDPFORECAST,TOT,AGRWTH,Q,2019-Q4,3.575469606,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1990-Q2,7.332631611,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1990-Q3,4.949488233,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1990-Q4,2.733476412,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1991-Q1,-0.592713855,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1991-Q2,0.906554586,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1991-Q3,1.49521,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1991-Q4,2.623557195,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1992-Q1,4.545463064,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1992-Q2,4.17438952,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1992-Q3,3.936076841,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1992-Q4,3.188048286,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1993-Q1,1.54421825,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1993-Q2,2.103171766,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1993-Q3,2.592057086,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1993-Q4,3.905268642,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1994-Q1,5.525156343,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1994-Q2,7.652991041,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1994-Q3,9.10383879,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1994-Q4,9.837276976,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1995-Q1,10.66000082,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1995-Q2,9.538291138,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1995-Q3,9.192406751,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1995-Q4,9.140706048,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1996-Q1,8.893762962,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1996-Q2,10.21736473,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1996-Q3,10.991075,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1996-Q4,11.53260223,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1997-Q1,13.33605923,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1997-Q2,18.62040048,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1997-Q3,-0.736176925,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1997-Q4,8.342520854,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1998-Q1,15.04830192,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1998-Q2,9.244643992,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1998-Q3,9.942342382,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1998-Q4,-10.23809986,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1999-Q1,35.48997931,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1999-Q2,0.54598772,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1999-Q3,17.49791135,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,1999-Q4,10.67346683,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2000-Q1,6.809117128,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2000-Q2,10.23308494,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2000-Q3,11.6999751,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2000-Q4,5.254643188,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2001-Q1,5.582495755,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2001-Q2,4.54626589,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2001-Q3,0.979054098,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2001-Q4,6.933485799,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2002-Q1,10.69193665,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2002-Q2,3.087789157,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2002-Q3,9.296213356,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2002-Q4,3.81514284,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2003-Q1,-6.002944374,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2003-Q2,2.819040665,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2003-Q3,6.417804167,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2003-Q4,23.2037219,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2004-Q1,-1.571959664,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2004-Q2,8.266193357,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2004-Q3,0.643532748,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2004-Q4,8.857319769,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2005-Q1,5.196391872,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2005-Q2,8.608776104,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2005-Q3,1.601175736,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2005-Q4,11.14549265,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2006-Q1,3.822589675,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2006-Q2,3.024965849,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2006-Q3,9.637300555,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2006-Q4,0.865953251,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2007-Q1,19.63367445,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2007-Q2,-4.472946121,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2007-Q3,-8.840613079,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2007-Q4,18.51731242,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2008-Q1,-11.29942785,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2008-Q2,-7.675704008,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2008-Q3,-2.364063495,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2008-Q4,-14.43903852,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2009-Q1,-1.426674499,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2009-Q2,0.460583576,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2009-Q3,-5.846135114,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2009-Q4,-0.101731132,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2010-Q1,5.77373282,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2010-Q2,3.639141374,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2010-Q3,3.712319921,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2010-Q4,-0.639065804,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2011-Q1,9.599535657,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2011-Q2,1.45416569,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2011-Q3,-1.527941632,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2011-Q4,-0.52987022,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2012-Q1,-0.166977358,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2012-Q2,3.522038447,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2012-Q3,-5.002184349,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2012-Q4,4.546059028,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2013-Q1,-6.09876308,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2013-Q2,8.000940121,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2013-Q3,12.73218108,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2013-Q4,-2.818727331,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2014-Q1,15.2488301,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2014-Q2,12.76674343,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2014-Q3,3.424479935,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2014-Q4,5.168002332,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2015-Q1,116.9210512,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2015-Q2,-5.780503604,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2015-Q3,20.26778861,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2015-Q4,0.713801841,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2016-Q1,-1.973098703,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2016-Q2,4.911115993,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2016-Q3,9.019540645,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2016-Q4,25.52122612,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2017-Q1,-13.36780585,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2017-Q2,5.816190593,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2017-Q3,1.247519806,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2017-Q4,6.002209709,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2018-Q1,1.538879268,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2018-Q2,1.86885399,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2018-Q3,1.850779945,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2018-Q4,2.033313099,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2019-Q1,2.353982409,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2019-Q2,2.351615416,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2019-Q3,2.352636021,
IRL,REALGDPFORECAST,TOT,AGRWTH,Q,2019-Q4,2.360055328,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1961-Q1,12.72589896,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1961-Q2,8.77025441,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1961-Q3,7.837144439,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1961-Q4,19.54542698,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1962-Q1,5.355603468,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1962-Q2,5.654291058,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1962-Q3,4.986240566,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1962-Q4,8.698136736,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1963-Q1,5.718193381,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1963-Q2,12.37189412,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1963-Q3,12.24784228,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1963-Q4,14.42477523,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1964-Q1,13.22091001,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1964-Q2,9.896396192,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1964-Q3,6.263857971,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1964-Q4,5.084980082,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1965-Q1,3.325218694,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1965-Q2,5.075872935,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1965-Q3,9.312309914,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1965-Q4,6.253815803,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1966-Q1,10.97807681,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1966-Q2,16.5045124,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1966-Q3,10.08603795,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1966-Q4,8.315961444,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1967-Q1,11.18925513,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1967-Q2,11.32338357,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1967-Q3,14.68841934,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1967-Q4,7.996590701,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1968-Q1,9.88575598,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1968-Q2,14.38251999,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1968-Q3,9.415827263,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1968-Q4,24.89122159,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1969-Q1,3.665554852,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1969-Q2,12.19427309,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1969-Q3,9.889325528,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1969-Q4,16.42696984,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1970-Q1,12.64059629,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1970-Q2,4.799810527,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1970-Q3,11.04861861,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1970-Q4,-1.345130411,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1971-Q1,3.657238019,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1971-Q2,6.627221531,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1971-Q3,5.033006493,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1971-Q4,3.814942002,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1972-Q1,13.86772454,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1972-Q2,7.848532956,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1972-Q3,8.848756051,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1972-Q4,10.40838943,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1973-Q1,13.94762657,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1973-Q2,3.606241613,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1973-Q3,1.075562788,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1973-Q4,4.936295911,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1974-Q1,-13.12574721,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1974-Q2,2.85691708,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1974-Q3,5.199057884,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1974-Q4,-2.130052544,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1975-Q1,0.582526429,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1975-Q2,9.219664758,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1975-Q3,4.649617757,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1975-Q4,4.271428339,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1976-Q1,3.411918886,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1976-Q2,2.368555772,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1976-Q3,5.731274425,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1976-Q4,0.471418363,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1977-Q1,9.036350426,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1977-Q2,2.843341215,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1977-Q3,2.752714094,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1977-Q4,5.533605093,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1978-Q1,7.76784276,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1978-Q2,3.964099094,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1978-Q3,5.315802059,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1978-Q4,5.962676403,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1979-Q1,6.205274086,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1979-Q2,7.570327182,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1979-Q3,3.116285464,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1979-Q4,1.753346955,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1980-Q1,1.526968061,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1980-Q2,-2.092367535,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1980-Q3,9.208810451,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1980-Q4,8.713198576,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1981-Q1,2.42961492,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1981-Q2,4.934000156,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1981-Q3,-0.909158297,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1981-Q4,2.917597289,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1982-Q1,6.227702212,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1982-Q2,2.772765303,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1982-Q3,1.788681793,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1982-Q4,5.718279453,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1983-Q1,0.341792306,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1983-Q2,3.042878626,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1983-Q3,6.028771471,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1983-Q4,3.216782691,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1984-Q1,4.441499008,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1984-Q2,6.075901053,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1984-Q3,4.995434939,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1984-Q4,0.851019886,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1985-Q1,10.44084046,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1985-Q2,8.507466975,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1985-Q3,5.388970986,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1985-Q4,5.357001417,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1986-Q1,1.444280464,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1986-Q2,-1.035591224,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1986-Q3,2.381649119,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1986-Q4,3.297344229,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1987-Q1,-0.083791648,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1987-Q2,8.722568558,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1987-Q3,8.20851811,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1987-Q4,10.54491724,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1988-Q1,9.629462856,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1988-Q2,-0.685922828,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1988-Q3,9.182329719,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1988-Q4,4.362650202,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1989-Q1,11.40525344,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1989-Q2,-4.987314545,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1989-Q3,7.207950789,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1989-Q4,12.90107618,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1990-Q1,-1.975022244,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1990-Q2,13.11437301,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1990-Q3,6.845404398,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1990-Q4,-0.713757646,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1991-Q1,3.606802236,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1991-Q2,4.83464261,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1991-Q3,-0.921569469,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1991-Q4,2.717231506,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1992-Q1,-0.048726501,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1992-Q2,1.311161171,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1992-Q3,0.46193991,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1992-Q4,-2.443136505,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1993-Q1,4.730507186,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1993-Q2,-2.412217382,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1993-Q3,-2.809596175,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1993-Q4,2.485286389,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1994-Q1,3.807910843,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1994-Q2,-3.497955198,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1994-Q3,6.44689241,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1994-Q4,-2.209887163,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1995-Q1,4.084415835,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1995-Q2,5.032967052,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1995-Q3,4.873539031,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1995-Q4,0.733223253,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1996-Q1,4.627604005,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1996-Q2,3.231604797,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1996-Q3,-0.077166324,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1996-Q4,4.908903058,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1997-Q1,1.952851289,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1997-Q2,-4.420350953,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1997-Q3,2.284191635,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1997-Q4,1.071041884,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1998-Q1,-5.364761632,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1998-Q2,-1.621471343,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1998-Q3,0.711176607,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1998-Q4,4.273332897,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1999-Q1,-6.088755526,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1999-Q2,1.77394904,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1999-Q3,1.566729749,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,1999-Q4,0.378055755,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2000-Q1,8.022385124,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2000-Q2,0.911725191,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2000-Q3,0.18184118,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2000-Q4,3.982199386,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2001-Q1,2.615553047,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2001-Q2,-2.369904014,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2001-Q3,-4.355969924,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2001-Q4,-0.752162403,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2002-Q1,0.336418185,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2002-Q2,3.188968092,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2002-Q3,1.67772812,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2002-Q4,1.403302302,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2003-Q1,-1.251215874,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2003-Q2,3.751214002,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2003-Q3,1.674573544,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2003-Q4,4.345820847,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2004-Q1,3.510985255,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2004-Q2,-0.250789072,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2004-Q3,1.872761047,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2004-Q4,-1.565165302,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2005-Q1,2.148935592,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2005-Q2,3.640044108,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2005-Q3,3.913647712,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2005-Q4,0.701307762,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2006-Q1,0.255577795,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2006-Q2,1.783818196,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2006-Q3,-0.712904886,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2006-Q4,4.444424986,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2007-Q1,3.66313531,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2007-Q2,-0.25365997,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2007-Q3,-1.271015418,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2007-Q4,1.833579992,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2008-Q1,1.649244409,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2008-Q2,-2.732638404,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2008-Q3,-4.869767585,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2008-Q4,-8.304495372,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2009-Q1,-17.93787649,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2009-Q2,8.177807292,
JPN,REALGDPFORECAST,TOT,AGRWTH,Q,2009-Q3,-0.33868091,
